sponsor_list,MAAPE
Western New England University,91.8
Harvard University,92.1
Esquire/Yahoo News,92.3
WBZ,92.6
MetroNews,92.6
Sun Times,92.8
Cook Political Report,93.1
Foster McCollum White Associates/Baydoun Consulting,93.4
Keystone Poll,93.6
Colby College,94
Rasmussen,94.1
ABC 15,94.4
University of Texas,94.6
Maine Peoples Resource Center,94.9
News 8 NOW Las Vegas,95
National Public Radio/PBS,95.1
National Public Radio/Democracy Corps/Resurgent Republic,95.3
WWL TV,95.6
KATU,95.8
Argus Leader/KELO TV,95.9
Idaho Politics Weekly,95.9
Indy Politics,96
Zimmerman Associates,96.1
Keating Research/Magellan Strategies Polling,96.1
Landmark Communication/Rosetta Stone Communications,96.7
Opinion Consultants,97.5
Bennett Petts Normington,97.7
Sacred Heart University,97.8
Goucher College,98.2
CNBC,98.2
CNN/WMUR,98.3
Oregon Public Broadcasting,98.4
St Cloud State University,98.5
HarrisX,98.8
Denver Post,99.2
Concord Monitor,99.3
Emerson College Poll,99.3
FireDogLake Blog Poll,99.5
Roanoke College,99.5
Cole Hargrave Snodgrass Associates,100.2
Zogby Analytics,100.3
McClatchy,100.6
Oregonian,100.8
WSMV,100.9
SurveyUSA,100.9
North Dakota United Tranportation Union,101.1
Press Register,101.1
JMC Analytics,101.1
Mellman Group,101.3
WPAi,101.9
Wilson Research,102.2
KSTP,102.2
NBC Valley News,102.3
San Diego Union Tribune,102.6
Des Moines Register,103
Inside Tucson Business,104.3
Reason,104.3
Winthrop University,104.5
Public Opinion Strategies/Fairbank Maslin Maullin Metz Associates,104.9
Feldman Group,105.3
Orion Strategies,105.4
Diageo Hotline Poll,105.8
WRBL/Ledger Enquirer/PMB Broadcasting,106
Public Policy Polling,106.3
St Pete Poll,108.7
Middle Tennessee State University,109.2
American Federation for Children,109.6
Time,109.9
Temple University,110.7
Hampton University,110.9
Telemundo 51,111.1
Moore Information Group,111.5
KELOLAND Media Group,111.9
WNBC,112.1
Clemson University,112.1
Detroit Free Press,112.1
Rocky Mountain News/CBS 4,112.8
Thomas Partner Strategies,114
Bloomberg News,114.6
University of Arkansas,114.9
WSAZ,115.4
University of North Florida,116.4
University of Iowa,116.6
Opinion Savvy,117.6
Retail Association of Nevada,117.7
ZiaPoll,117.7
Y2 Analytics,118.3
Reuters,118.6
WAFB/Fox 8/Raycom,118.9
Pan Atlantic SMS Group,119.1
Lambert Edwards Associates/Denno Research,120.1
KTNV,120.8
State House News,123
Greg Smith Associates,123.1
ABC 30,125.7
Vanderbilt University,126.3
Bay News 9,128.3
Theing Company,129.3
WSB TV,130
Baltimore Sun,130.3
Garin Hart Yang,130.7
Hoffman Research,131.6
Virginia Commonwealth University,132
Ayres McHenry,132.6
Riley Research,134.4
Landmark Communication,135.3
Vermont Public Radio,135.5
Inside Michigan Politcs,136.3
WCTV,138
KHOU/Houston Public Broadcasting,139.2
Paul Simon Public Policy Institute,141.8
Kitchens Group Research,141.9
Montana State University,142
Heat Street,142.2
Omaha World Herald,142.5
New York Times/Kaiser,142.7
Florida Atlantic University,144.9
Magellan Strategies,147.9
Florida Chamber of Commerce,148
Providence Journal/WPRI,148.4
NBC 4 NY,148.6
Fox Business,149.4
University of Cincinnati,149.5
Elon University,150.1
Utah Policy Center,150.8
News 13,151.2
Detroit News,151.4
Dartmouth College,151.6
Honolulu Civil Beat,151.8
Susquehanna Polling Research,152.3
Behavior Research Center,152.3
TEGNA Inc,152.3
Pew Research,152.4
WHEC,152.6
OpinionWorks,153
Associated Press,153.2
Purple Strategies,153.5
InsiderAdvantage,153.6
KUTV,154.1
Independent Womens Voice,154.2
Issues Pennsylvania,156.9
